Census Year,Subject population,Disability status,Tenure of household,Grouping variable,Category,Value,Value Unit,Value Label,Null Reason
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Whanganui,3.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Whanganui,3.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,MidCentral,3.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,MidCentral,4.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,MidCentral,3.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Hutt Valley,1.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Hutt Valley,3.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Hutt Valley,2.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Capital and Coast,1.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Capital and Coast,3.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Capital and Coast,2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Wairarapa,3.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Wairarapa,4.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Wairarapa,3.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Nelson Marlborough,2.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Nelson Marlborough,4.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Nelson Marlborough,2.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,West Coast,5.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,West Coast,5.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,West Coast,5.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Canterbury,2.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Canterbury,4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Canterbury,2.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,South Canterbury,4.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,South Canterbury,4.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,South Canterbury,4.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Southern,3.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Southern,4.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Southern,3.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Total,2.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Total,4.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling not owned and not held in a family trust, rent payments not made",District health board,Total,3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Northland,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Northland,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Northland,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Waitematā,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Waitematā,1.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Waitematā,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Auckland,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Auckland,1.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Auckland,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Counties Manukau,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Counties Manukau,1.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Counties Manukau,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Waikato,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Waikato,1.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Waikato,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Lakes,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Lakes,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Lakes,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Bay of Plenty,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Bay of Plenty,1.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Bay of Plenty,1.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Tairāwhiti,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Tairāwhiti,1.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Tairāwhiti,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Taranaki,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Taranaki,1.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Taranaki,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Hawke's Bay,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Hawke's Bay,1.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Hawke's Bay,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Whanganui,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Whanganui,1.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Whanganui,1.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,MidCentral,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,MidCentral,1.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,MidCentral,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Hutt Valley,0.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Hutt Valley,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Hutt Valley,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Capital and Coast,0.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Capital and Coast,1.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Capital and Coast,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Wairarapa,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Wairarapa,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Wairarapa,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Nelson Marlborough,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Nelson Marlborough,1.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Nelson Marlborough,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,West Coast,0.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,West Coast,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,West Coast,0.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Canterbury,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Canterbury,1.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Canterbury,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,South Canterbury,0.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,South Canterbury,1.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,South Canterbury,0.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Southern,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Southern,1.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Southern,1.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Total,0.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Total,1.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage arrangements not further defined",District health board,Total,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Northland,5.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Northland,3.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Northland,5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Waitematā,8.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Waitematā,5.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Waitematā,8.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Auckland,9.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Auckland,4.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Auckland,9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Counties Manukau,6.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Counties Manukau,4.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Counties Manukau,6.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Waikato,6.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Waikato,3.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Waikato,6.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Lakes,5.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Lakes,5.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Bay of Plenty,8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Bay of Plenty,4.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Bay of Plenty,7.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Tairāwhiti,4.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Tairāwhiti,2.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Tairāwhiti,4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Taranaki,6.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Taranaki,3.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Taranaki,6.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Hawke's Bay,7.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Hawke's Bay,3.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Hawke's Bay,6.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Whanganui,5.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Whanganui,2.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Whanganui,5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,MidCentral,5.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,MidCentral,3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,MidCentral,5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Hutt Valley,5.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Hutt Valley,3.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Hutt Valley,5.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Capital and Coast,6.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Capital and Coast,3.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Capital and Coast,5.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Wairarapa,5.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Wairarapa,2.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Wairarapa,5.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Nelson Marlborough,5.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Nelson Marlborough,3.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Nelson Marlborough,5.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,West Coast,2.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,West Coast,1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,West Coast,2.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Canterbury,6.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Canterbury,3.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Canterbury,5.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,South Canterbury,4.6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,South Canterbury,2.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,South Canterbury,4.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Southern,7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Southern,3.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Southern,6.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Total,7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments made",District health board,Total,3.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments made",District health board,Total,6.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Northland,6.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Northland,6.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Northland,6.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Waitematā,5.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Waitematā,6.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Waitematā,5.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Auckland,7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Auckland,6,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Auckland,6.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Counties Manukau,4.2,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Counties Manukau,4.4,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Counties Manukau,3.8,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Waikato,5.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Waikato,5.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Waikato,5.3,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Lakes,6.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Lakes,6.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Lakes,5.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Bay of Plenty,8.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Bay of Plenty,8.7,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Bay of Plenty,8.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Tairāwhiti,4.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Tairāwhiti,5.1,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Total including disability status unknown,"Dwelling held in a family trust, mortgage payments not made",District health board,Tairāwhiti,4.5,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Non-disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Taranaki,6.9,percentage,% of people where information available,
2018,Census usually resident population aged 5 years and over,Disabled,"Dwelling held in a family trust, mortgage payments not made",District health board,Taranaki,6.6,percentage,% of people where information available,
